Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
South Austin,2015/01,59000,3.50%,81.50%,57,-10.90%,-20.80%,95,-23.40%,10.50%,117,-9.30%,-12.00%,66,7,-3,101.10%,1.10%,3.80%
South Austin,2015/02,57000,-3.40%,75.40%,56,-1.80%,-22.20%,82,-13.70%,5.10%,111,-5.10%,-9.00%,65,-2,-13,100.60%,-0.50%,1.40%
South Austin,2015/03,59000,3.50%,78.80%,59,5.40%,11.30%,92,12.20%,31.40%,117,5.40%,11.40%,60,-5,-5,98.80%,-1.80%,-0.20%
South Austin,2015/04,60000,1.70%,71.40%,68,15.30%,3.00%,106,15.20%,26.20%,128,9.40%,18.50%,68,9,-15,99.00%,0.30%,-0.50%
South Austin,2015/05,60000,0.00%,53.80%,71,4.40%,12.70%,123,16.00%,19.40%,135,5.50%,15.40%,67,-1,-4,101.10%,2.10%,1.30%
South Austin,2015/06,55000,-8.30%,37.50%,75,5.60%,0.00%,115,-6.50%,5.50%,132,-2.20%,26.90%,63,-4,-15,101.20%,0.10%,1.70%
South Austin,2015/07,52000,-5.50%,15.60%,75,0.00%,25.00%,120,4.30%,13.20%,136,3.00%,15.30%,57,-6,-5,100.30%,-0.90%,1.90%
South Austin,2015/08,50000,-3.40%,8.10%,76,1.30%,16.90%,128,6.70%,43.80%,141,3.70%,25.90%,60,3,-6,100.60%,0.30%,0.70%
South Austin,2015/09,68000,34.40%,44.50%,66,-13.20%,22.20%,121,-5.50%,26.00%,136,-3.50%,20.40%,61,2,1,100.70%,0.10%,-1.90%
South Austin,2015/10,68000,0.00%,34.40%,64,-3.00%,0.00%,121,0.00%,6.10%,135,-0.70%,12.50%,60,-2,3,102.40%,1.70%,-0.10%
South Austin,2015/11,64000,-5.60%,27.50%,64,0.00%,14.30%,118,-2.50%,-5.60%,135,0.00%,6.30%,62,3,9,101.50%,-0.90%,1.80%
South Austin,2015/12,65000,2.00%,14.00%,74,15.60%,15.60%,117,-0.80%,-5.60%,120,-11.10%,-7.00%,59,-3,-1,100.70%,-0.80%,0.60%
South Austin,2016/01,62000,-4.80%,4.90%,78,5.40%,36.80%,112,-4.30%,17.90%,132,10.00%,12.80%,58,-1,-8,99.50%,-1.10%,-1.60%
South Austin,2016/02,73000,17.10%,27.20%,74,-5.10%,32.10%,98,-12.50%,19.50%,131,-0.80%,18.00%,49,-9,-16,99.20%,-0.30%,-1.40%
South Austin,2016/03,71000,-2.80%,19.50%,73,-1.40%,23.70%,102,4.10%,10.90%,120,-8.40%,2.60%,49,0,-11,101.50%,2.30%,2.70%
South Austin,2016/04,70000,-1.40%,15.80%,73,0.00%,7.40%,104,2.00%,-1.90%,111,-7.50%,-13.30%,55,6,-13,102.90%,1.40%,3.90%
South Austin,2016/05,66000,-5.80%,9.20%,74,1.40%,4.20%,113,8.70%,-8.10%,117,5.40%,-13.30%,59,4,-9,104.00%,1.00%,2.90%
South Austin,2016/06,66000,0.80%,20.00%,79,6.80%,5.30%,121,7.10%,5.20%,123,5.10%,-6.80%,61,3,-2,102.00%,-2.00%,0.80%
South Austin,2016/07,70000,6.10%,34.60%,83,5.10%,10.70%,122,0.80%,1.70%,126,2.40%,-7.40%,60,-2,3,101.80%,-0.20%,1.50%
South Austin,2016/08,76000,8.60%,51.20%,92,10.80%,21.10%,129,5.70%,0.80%,129,2.40%,-8.50%,55,-5,-5,101.70%,-0.10%,1.10%
South Austin,2016/09,73000,-3.90%,8.10%,80,-13.00%,21.20%,135,4.70%,11.60%,131,1.60%,-3.70%,50,-5,-11,103.20%,1.50%,2.50%
South Austin,2016/10,63000,-13.70%,-6.70%,77,-3.80%,20.30%,130,-3.70%,7.40%,132,0.80%,-2.20%,41,-9,-19,101.70%,-1.50%,-0.70%
South Austin,2016/11,70000,11.10%,9.80%,71,-7.80%,10.90%,123,-5.40%,4.20%,139,5.30%,3.00%,52,11,-11,100.60%,-1.10%,-0.80%
South Austin,2016/12,80000,14.30%,23.10%,70,-1.40%,-5.40%,105,-14.60%,-10.30%,136,-2.20%,13.30%,52,0,-8,98.10%,-2.50%,-2.50%
South Austin,2017/01,100000,25.00%,61.60%,71,1.40%,-9.00%,114,8.60%,1.80%,131,-3.70%,-0.80%,62,11,4,97.80%,-0.40%,-1.80%
South Austin,2017/02,86000,-14.00%,18.60%,76,7.00%,2.70%,110,-3.50%,12.20%,131,0.00%,0.00%,65,3,16,96.70%,-1.10%,-2.50%
South Austin,2017/03,87000,1.70%,24.10%,82,7.90%,12.30%,119,8.20%,16.70%,134,2.30%,11.70%,63,-2,14,98.50%,1.80%,-3.00%
South Austin,2017/04,83000,-5.70%,18.70%,82,0.00%,12.30%,113,-5.00%,8.70%,123,-8.20%,10.80%,57,-7,2,101.00%,2.50%,-1.90%
South Austin,2017/05,97000,17.90%,48.50%,90,9.80%,21.60%,132,16.80%,16.80%,123,0.00%,5.10%,64,8,6,102.90%,1.90%,-1.10%
South Austin,2017/06,88000,-10.00%,32.60%,96,6.70%,21.50%,137,3.80%,13.20%,125,1.60%,1.60%,61,-3,0,102.50%,-0.40%,0.50%
South Austin,2017/07,103000,17.10%,46.40%,91,-5.20%,9.60%,141,2.90%,15.60%,134,7.20%,6.30%,72,11,13,100.60%,-1.90%,-1.20%
South Austin,2017/08,137000,33.70%,80.30%,90,-1.10%,-2.20%,124,-12.10%,-3.90%,133,-0.70%,3.10%,48,-24,-7,98.10%,-2.60%,-3.60%
South Austin,2017/09,135000,-1.50%,84.90%,94,4.40%,17.50%,127,2.40%,-5.90%,129,-3.00%,-1.50%,57,9,7,96.10%,-2.00%,-7.10%
South Austin,2017/10,130000,-3.70%,106.30%,111,18.10%,44.20%,134,5.50%,3.10%,133,3.10%,0.80%,52,-5,11,96.20%,0.10%,-5.60%
South Austin,2017/11,123000,-5.40%,75.70%,103,-7.20%,45.10%,134,0.00%,8.90%,142,6.80%,2.20%,56,4,4,96.30%,0.20%,-4.30%
South Austin,2017/12,115000,-6.50%,43.80%,106,2.90%,51.40%,116,-13.40%,10.50%,111,-21.80%,-18.40%,64,9,13,96.20%,-0.10%,-1.90%
South Austin,2018/01,129000,11.70%,28.50%,98,-7.50%,38.00%,95,-18.10%,-16.70%,99,-10.80%,-24.40%,64,0,2,96.90%,0.70%,-0.90%
South Austin,2018/02,110000,-14.40%,27.90%,96,-2.00%,26.30%,106,11.60%,-3.60%,112,13.10%,-14.50%,62,-2,-3,96.80%,-0.10%,0.00%
South Austin,2018/03,113000,2.70%,29.20%,89,-7.30%,8.50%,117,10.40%,-1.70%,108,-3.60%,-19.40%,68,6,5,97.50%,0.70%,-1.10%
South Austin,2018/04,105000,-7.10%,27.30%,85,-4.50%,3.70%,139,18.80%,23.00%,113,4.60%,-8.10%,52,-17,-5,98.70%,1.30%,-2.30%
South Austin,2018/05,122000,16.20%,25.40%,99,16.50%,10.00%,130,-6.50%,-1.50%,102,-9.70%,-17.10%,50,-2,-14,102.10%,3.40%,-0.80%
South Austin,2018/06,124000,1.20%,41.10%,96,-3.00%,0.00%,130,0.00%,-5.10%,99,-2.90%,-20.80%,46,-5,-16,103.40%,1.30%,0.90%
South Austin,2018/07,131000,5.70%,27.30%,104,8.30%,14.30%,134,3.10%,-5.00%,103,4.00%,-23.10%,50,5,-22,103.00%,-0.40%,2.40%
South Austin,2018/08,130000,-0.40%,-5.10%,101,-2.90%,12.20%,134,0.00%,8.10%,101,-1.90%,-24.10%,44,-6,-4,100.20%,-2.80%,2.10%
South Austin,2018/09,138000,6.20%,2.20%,105,4.00%,11.70%,143,6.70%,12.60%,110,8.90%,-14.70%,38,-7,-19,99.90%,-0.30%,3.80%
South Austin,2018/10,150000,9.00%,15.70%,102,-2.90%,-8.10%,133,-7.00%,-0.70%,109,-0.90%,-18.00%,34,-4,-18,99.00%,-0.90%,2.80%
South Austin,2018/11,155000,3.00%,25.90%,107,4.90%,3.90%,135,1.50%,0.70%,105,-3.70%,-26.10%,38,5,-18,100.40%,1.40%,4.10%
South Austin,2018/12,150000,-3.20%,30.40%,105,-1.90%,-0.90%,121,-10.40%,4.30%,98,-6.70%,-11.70%,41,3,-23,100.50%,0.20%,4.30%
South Austin,2019/01,136000,-9.30%,5.80%,95,-9.50%,-3.10%,111,-8.30%,16.80%,105,7.10%,6.10%,46,5,-18,100.60%,0.00%,3.70%
South Austin,2019/02,136000,-0.40%,23.20%,82,-13.70%,-14.60%,96,-13.50%,-9.40%,93,-11.40%,-17.00%,53,7,-9,98.90%,-1.70%,2.10%
South Chicago,2012/02,25000,-6.00%,-19.40%,40,-7.00%,-11.10%,85,10.40%,-18.30%,141,-4.70%,-19.90%,103,20,30,91.70%,-1.50%,-2.60%
South Chicago,2012/03,30000,18.00%,34.10%,44,10.00%,-10.20%,80,-5.90%,-15.80%,146,3.50%,-9.30%,109,7,38,94.10%,2.40%,-3.10%
South Chicago,2012/04,23000,-22.00%,4.50%,44,0.00%,-21.40%,73,-8.80%,-18.00%,143,-2.10%,-10.60%,121,12,38,95.00%,1.00%,-6.00%
South Chicago,2012/05,22000,-4.30%,10.00%,53,20.50%,-1.90%,80,9.60%,11.10%,132,-7.70%,-14.30%,69,-52,-29,97.30%,2.30%,-6.70%
South Chicago,2012/06,22000,1.10%,-21.10%,44,-17.00%,-6.40%,76,-5.00%,-11.60%,130,-1.50%,-20.70%,81,12,-34,96.30%,-1.10%,-6.80%
South Chicago,2012/07,25000,12.40%,-21.90%,41,-6.80%,20.60%,88,15.80%,-2.20%,133,2.30%,-20.40%,69,-12,-16,98.20%,2.00%,-1.60%
South Chicago,2012/08,29000,14.00%,-13.60%,35,-14.60%,0.00%,89,1.10%,-2.20%,139,4.50%,-13.70%,91,22,14,96.50%,-1.80%,2.00%
South Chicago,2012/09,28000,-1.80%,8.70%,39,11.40%,14.70%,87,-2.20%,16.00%,131,-5.80%,-11.50%,102,11,27,96.70%,0.30%,4.50%
South Chicago,2012/10,26000,-8.90%,-5.50%,51,30.80%,27.50%,85,-2.30%,11.80%,137,4.60%,-7.40%,93,-9,-4,91.90%,-4.80%,1.30%
South Chicago,2012/11,23000,-9.80%,-35.20%,47,-7.80%,23.70%,76,-10.60%,8.60%,137,0.00%,-8.10%,77,-16,-16,92.40%,0.50%,1.80%
South Chicago,2012/12,25000,8.70%,-6.70%,43,-8.50%,-2.30%,75,-1.30%,-5.10%,128,-6.60%,-16.30%,72,-5,-25,91.60%,-0.80%,0.20%
South Chicago,2013/01,23000,-10.00%,-15.40%,39,-9.30%,-9.30%,80,6.70%,3.90%,135,5.50%,-8.80%,82,10,-1,90.50%,-1.00%,-2.60%
South Chicago,2013/02,26000,14.40%,3.00%,44,12.80%,10.00%,77,-3.80%,-9.40%,136,0.70%,-3.50%,104,22,2,90.60%,0.00%,-1.10%
South Chicago,2013/03,23000,-10.70%,-22.00%,44,0.00%,0.00%,80,3.90%,0.00%,121,-11.00%,-17.10%,127,23,18,92.50%,2.00%,-1.50%
South Chicago,2013/04,20000,-13.00%,-13.00%,57,29.50%,29.50%,78,-2.50%,6.80%,125,3.30%,-12.60%,99,-29,-22,94.60%,2.00%,-0.40%
South Chicago,2013/05,30000,50.00%,36.40%,58,1.80%,9.40%,82,5.10%,2.50%,126,0.80%,-4.50%,67,-32,-2,97.20%,2.60%,-0.10%
South Chicago,2013/06,35000,16.70%,57.30%,65,12.10%,47.70%,91,11.00%,19.70%,126,0.00%,-3.10%,69,2,-12,96.70%,-0.50%,0.40%
South Chicago,2013/07,35000,0.70%,41.00%,60,-7.70%,46.30%,94,3.30%,6.80%,139,10.30%,4.50%,73,4,4,97.20%,0.50%,-1.00%
South Chicago,2013/08,30000,-14.90%,5.30%,61,1.70%,74.30%,111,18.10%,24.70%,149,7.20%,7.20%,75,3,-16,94.70%,-2.50%,-1.70%
South Chicago,2013/09,30000,0.00%,7.10%,51,-16.40%,30.80%,108,-2.70%,24.10%,155,4.00%,18.30%,70,-5,-32,96.10%,1.40%,-0.60%
South Chicago,2013/10,25000,-18.30%,-3.90%,42,-17.60%,-17.60%,105,-2.80%,23.50%,155,0.00%,13.10%,66,-4,-27,95.10%,-1.00%,3.20%
South Chicago,2013/11,25000,2.40%,9.10%,40,-4.80%,-14.90%,89,-15.20%,17.10%,143,-7.70%,4.40%,84,18,7,96.30%,1.10%,3.80%
South Chicago,2013/12,27000,7.60%,8.00%,49,22.50%,14.00%,89,0.00%,18.70%,136,-4.90%,6.30%,108,24,36,91.10%,-5.10%,-0.50%
South Chicago,2014/01,30000,11.10%,33.30%,57,16.30%,46.20%,82,-7.90%,2.50%,135,-0.70%,0.00%,111,4,29,91.40%,0.30%,0.90%
South Chicago,2014/02,30000,0.00%,16.50%,53,-7.00%,20.50%,89,8.50%,15.60%,143,5.90%,5.10%,91,-20,-13,92.40%,1.00%,1.80%
South Chicago,2014/03,30000,0.00%,30.40%,51,-3.80%,15.90%,84,-5.60%,5.00%,138,-3.50%,14.00%,78,-13,-49,96.40%,4.00%,3.90%
South Chicago,2014/04,20000,-33.30%,0.00%,49,-3.90%,-14.00%,82,-2.40%,5.10%,134,-2.90%,7.20%,75,-3,-24,103.10%,6.70%,8.50%
South Chicago,2014/05,20000,0.00%,-33.30%,48,-2.00%,-17.20%,84,2.40%,2.40%,133,-0.70%,5.60%,88,13,21,103.30%,0.20%,6.10%
South Chicago,2014/06,38000,90.00%,8.60%,46,-4.20%,-29.20%,96,14.30%,5.50%,146,9.80%,15.90%,102,14,33,102.60%,-0.70%,5.90%
South Chicago,2014/07,36000,-4.30%,3.10%,46,0.00%,-23.30%,108,12.50%,14.90%,152,4.10%,9.40%,89,-13,17,102.30%,-0.30%,5.10%
South Chicago,2014/08,31000,-16.10%,1.70%,50,8.70%,-18.00%,93,-13.90%,-16.20%,148,-2.60%,-0.70%,74,-16,-2,100.50%,-1.80%,5.80%
South Chicago,2014/09,22000,-29.50%,-28.30%,48,-4.00%,-5.90%,80,-14.00%,-25.90%,139,-6.10%,-10.30%,57,-17,-14,99.40%,-1.10%,3.30%
South Chicago,2014/10,25000,16.00%,1.80%,40,-16.70%,-4.80%,67,-16.30%,-36.20%,132,-5.00%,-14.80%,100,44,34,96.90%,-2.50%,1.80%
South Chicago,2014/11,35000,40.30%,39.40%,37,-7.50%,-7.50%,75,11.90%,-15.70%,129,-2.30%,-9.80%,100,0,16,93.10%,-3.80%,-3.20%
South Chicago,2014/12,37000,5.00%,36.10%,38,2.70%,-22.40%,75,0.00%,-15.70%,123,-4.70%,-9.60%,112,12,5,93.00%,-0.10%,1.90%
South Chicago,2015/01,46000,23.90%,51.70%,35,-7.90%,-38.60%,77,2.70%,-6.10%,116,-5.70%,-14.10%,131,19,20,89.50%,-3.50%,-1.90%
South Chicago,2015/02,55000,20.80%,83.30%,41,17.10%,-22.60%,72,-6.50%,-19.10%,116,0.00%,-18.90%,122,-9,31,94.50%,5.00%,2.20%
South Chicago,2015/03,48000,-12.70%,60.00%,49,19.50%,-3.90%,79,9.70%,-6.00%,111,-4.30%,-19.60%,103,-19,25,96.50%,2.00%,0.10%
South Chicago,2015/04,43000,-11.50%,112.50%,55,12.20%,12.20%,80,1.30%,-2.40%,113,1.80%,-15.70%,76,-27,1,98.40%,1.90%,-4.70%
South Chicago,2015/05,36000,-16.50%,77.50%,64,16.40%,33.30%,88,10.00%,4.80%,119,5.30%,-10.50%,81,5,-7,94.50%,-3.80%,-8.80%
South Chicago,2015/06,38000,7.70%,0.70%,64,0.00%,39.10%,104,18.20%,8.30%,133,11.80%,-8.90%,83,2,-19,94.10%,-0.50%,-8.50%
South Chicago,2015/07,39000,2.60%,8.00%,62,-3.10%,34.80%,102,-1.90%,-5.60%,124,-6.80%,-18.40%,84,1,-6,93.30%,-0.80%,-9.00%
South Chicago,2015/08,50000,26.80%,63.10%,52,-16.10%,4.00%,109,6.90%,17.20%,134,8.10%,-9.50%,65,-19,-9,96.50%,3.20%,-4.00%
South Chicago,2015/09,39000,-21.60%,81.40%,43,-17.30%,-10.40%,90,-17.40%,12.50%,129,-3.70%,-7.20%,62,-3,6,98.10%,1.60%,-1.30%
South Chicago,2015/10,33000,-15.40%,32.30%,50,16.30%,25.00%,109,21.10%,62.70%,137,6.20%,3.80%,62,0,-38,101.40%,3.30%,4.50%
South Chicago,2015/11,31000,-5.30%,-10.70%,56,12.00%,51.40%,98,-10.10%,30.70%,137,0.00%,6.20%,81,19,-19,99.50%,-1.90%,6.40%
South Chicago,2015/12,34000,8.80%,-7.50%,58,3.60%,52.60%,89,-9.20%,18.70%,122,-10.90%,-0.80%,63,-18,-49,95.90%,-3.60%,2.90%
South Chicago,2016/01,46000,35.30%,1.10%,52,-10.30%,48.60%,73,-18.00%,-5.20%,115,-5.70%,-0.90%,71,8,-61,93.70%,-2.20%,4.20%
South Chicago,2016/02,37000,-19.60%,-32.70%,50,-3.80%,22.00%,71,-2.70%,-1.40%,123,7.00%,6.00%,76,6,-46,91.50%,-2.20%,-3.10%
South Chicago,2016/03,45000,21.60%,-6.30%,49,-2.00%,0.00%,86,21.10%,8.90%,126,2.40%,13.50%,116,40,13,93.10%,1.60%,-3.40%
South Chicago,2016/04,37000,-18.50%,-13.70%,46,-6.10%,-16.40%,87,1.20%,8.70%,128,1.60%,13.30%,111,-5,35,91.30%,-1.80%,-7.10%
South Chicago,2016/05,45000,22.70%,26.80%,39,-15.20%,-39.10%,94,8.00%,6.80%,141,10.20%,18.50%,132,21,51,97.20%,5.90%,2.70%
South Chicago,2016/06,95000,110.90%,148.10%,45,15.40%,-29.70%,99,5.30%,-4.80%,142,0.70%,6.80%,112,-20,29,103.10%,5.80%,9.00%
South Chicago,2016/07,108000,13.30%,173.90%,52,15.60%,-16.10%,101,2.00%,-1.00%,145,2.10%,16.90%,81,-31,-3,104.30%,1.20%,11.00%
South Chicago,2016/08,102000,-5.60%,104.00%,64,23.10%,23.10%,101,0.00%,-7.30%,147,1.40%,9.70%,77,-4,13,102.50%,-1.80%,6.00%
South Chicago,2016/09,71000,-30.50%,80.80%,61,-4.70%,41.90%,93,-7.90%,3.30%,152,3.40%,17.80%,75,-2,13,101.60%,-0.90%,3.50%
South Chicago,2016/10,60000,-14.90%,81.80%,61,0.00%,22.00%,94,1.10%,-13.80%,148,-2.60%,8.00%,67,-9,5,101.60%,0.00%,0.20%
South Chicago,2016/11,60000,0.00%,92.00%,47,-23.00%,-16.10%,88,-6.40%,-10.20%,145,-2.00%,5.80%,67,0,-15,99.80%,-1.70%,0.30%
South Chicago,2016/12,56000,-6.70%,64.70%,51,8.50%,-12.10%,79,-10.20%,-11.20%,139,-4.10%,13.90%,74,8,11,97.80%,-2.10%,1.80%
South Chicago,2017/01,56000,0.00%,21.70%,41,-19.60%,-21.20%,88,11.40%,20.50%,135,-2.90%,17.40%,86,12,16,97.20%,-0.50%,3.50%
South Chicago,2017/02,52000,-7.10%,40.50%,51,24.40%,2.00%,97,10.20%,36.60%,141,4.40%,14.60%,119,33,43,97.00%,-0.30%,5.50%
South Chicago,2017/03,52000,0.00%,15.60%,45,-11.80%,-8.20%,115,18.60%,33.70%,150,6.40%,19.00%,98,-22,-18,96.80%,-0.20%,3.70%
South Chicago,2017/04,51000,-2.90%,37.70%,49,8.90%,6.50%,104,-9.60%,19.50%,153,2.00%,19.50%,107,9,-5,95.80%,-1.00%,4.50%
South Chicago,2017/05,63000,24.80%,40.00%,48,-2.00%,23.10%,129,24.00%,37.20%,181,18.30%,28.40%,69,-38,-63,101.60%,5.80%,4.40%
South Chicago,2017/06,63000,0.00%,-33.60%,50,4.20%,11.10%,116,-10.10%,17.20%,179,-1.10%,26.10%,77,8,-35,100.90%,-0.70%,-2.10%
South Chicago,2017/07,69000,8.70%,-36.30%,52,4.00%,0.00%,118,1.70%,16.80%,184,2.80%,26.90%,79,2,-2,100.00%,-1.00%,-4.30%
South Chicago,2017/08,73000,5.80%,-28.60%,53,1.90%,-17.20%,84,-28.80%,-16.80%,169,-8.20%,15.00%,82,3,5,95.30%,-4.60%,-7.20%
South Chicago,2017/09,58000,-20.00%,-17.70%,57,7.50%,-6.60%,99,17.90%,6.50%,180,6.50%,18.40%,79,-3,4,92.20%,-3.10%,-9.40%
South Chicago,2017/10,58000,-0.90%,-4.20%,60,5.30%,-1.60%,103,4.00%,9.60%,177,-1.70%,19.60%,79,0,13,92.20%,0.00%,-9.40%
South Chicago,2017/11,71000,22.60%,17.50%,60,0.00%,27.70%,106,2.90%,20.50%,162,-8.50%,11.70%,85,6,18,93.30%,1.10%,-6.60%
South Chicago,2017/12,78000,9.90%,38.40%,58,-3.30%,13.70%,93,-12.30%,17.70%,151,-6.80%,8.60%,112,28,38,93.70%,0.50%,-4.00%
South Chicago,2018/01,80000,3.20%,42.90%,58,0.00%,41.50%,89,-4.30%,1.10%,147,-2.60%,8.90%,111,-1,25,95.20%,1.40%,-2.10%
South Chicago,2018/02,70000,-12.50%,34.60%,54,-6.90%,5.90%,97,9.00%,0.00%,141,-4.10%,0.00%,109,-2,-10,93.50%,-1.70%,-3.50%
South Chicago,2018/03,83000,18.90%,60.10%,56,3.70%,24.40%,98,1.00%,-14.80%,137,-2.80%,-8.70%,100,-9,3,93.70%,0.20%,-3.10%
South Chicago,2018/04,79000,-4.80%,56.90%,64,14.30%,30.60%,104,6.10%,0.00%,127,-7.30%,-17.00%,100,0,-7,94.30%,0.60%,-1.50%
South Chicago,2018/05,86000,8.50%,36.50%,74,15.60%,54.20%,104,0.00%,-19.40%,124,-2.40%,-31.50%,97,-3,28,95.30%,1.00%,-6.20%
South Chicago,2018/06,96000,11.60%,52.40%,76,2.70%,52.00%,109,4.80%,-6.00%,125,0.80%,-30.20%,87,-11,10,97.60%,2.20%,-3.40%
South Chicago,2018/07,108000,12.00%,56.90%,72,-5.30%,38.50%,110,0.90%,-6.80%,129,3.20%,-29.90%,81,-6,2,97.60%,0.00%,-2.40%
South Chicago,2018/08,117000,8.80%,61.40%,59,-18.10%,11.30%,111,0.90%,32.10%,132,2.30%,-21.90%,81,0,-1,97.80%,0.20%,2.40%
South Chicago,2018/09,102000,-13.20%,75.00%,54,-8.50%,-5.30%,109,-1.80%,10.10%,140,6.10%,-22.20%,84,3,5,98.80%,1.00%,6.60%
South Chicago,2018/10,67000,-34.20%,16.10%,48,-11.10%,-20.00%,108,-0.90%,4.90%,140,0.00%,-20.90%,84,0,5,99.30%,0.50%,7.10%
South Chicago,2018/11,70000,4.70%,-0.90%,49,2.10%,-18.30%,106,-1.90%,0.00%,144,2.90%,-11.10%,69,-15,-16,98.60%,-0.60%,5.40%
South Chicago,2018/12,65000,-7.00%,-16.10%,53,8.20%,-8.60%,100,-5.70%,7.50%,145,0.70%,-4.00%,72,3,-40,95.70%,-2.90%,2.00%
South Chicago,2019/01,68000,4.90%,-14.80%,43,-18.90%,-25.90%,93,-7.00%,4.50%,146,0.70%,-0.70%,98,26,-13,95.30%,-0.50%,0.10%
South Chicago,2019/02,67000,-2.40%,-5.00%,48,11.60%,-11.10%,84,-9.70%,-13.40%,141,-3.40%,0.00%,98,0,-11,95.60%,0.40%,2.10%
South Commons,2012/02,36000,24.10%,28.60%,2,-33.30%,-60.00%,10,25.00%,-23.10%,17,-5.60%,-41.40%,15,-30,-70,100.00%,6.60%,5.20%
South Commons,2012/03,27000,-25.00%,-3.60%,5,150.00%,-28.60%,12,20.00%,9.10%,19,11.80%,-32.10%,45,31,-171,88.20%,-11.80%,-3.20%
South Commons,2012/04,31000,14.80%,-26.20%,9,80.00%,50.00%,16,33.30%,45.50%,21,10.50%,-8.70%,51,6,-173,91.60%,3.40%,1.90%
South Commons,2012/05,31000,0.00%,-25.30%,9,0.00%,50.00%,19,18.80%,72.70%,24,14.30%,9.10%,64,13,-103,90.70%,-0.90%,2.40%
South Commons,2012/06,33000,7.30%,3.30%,10,11.10%,66.70%,17,-10.50%,41.70%,20,-16.70%,-16.70%,145,81,63,93.00%,2.40%,1.70%
South Commons,2012/07,33000,-0.40%,8.50%,10,0.00%,66.70%,12,-29.40%,33.30%,14,-30.00%,-36.40%,104,-41,23,93.00%,-0.10%,-1.00%
South Commons,2012/08,32000,-3.00%,1.90%,13,30.00%,85.70%,10,-16.70%,-28.60%,18,28.60%,-21.70%,88,-16,30,96.40%,3.50%,3.90%
South Commons,2012/09,32000,0.00%,18.00%,11,-15.40%,175.00%,8,-20.00%,-50.00%,14,-22.20%,-44.00%,77,-11,-9,104.00%,7.50%,10.80%
South Commons,2012/10,30000,-6.60%,13.20%,11,0.00%,266.70%,15,87.50%,-16.70%,15,7.10%,-31.80%,77,0,21,105.40%,1.50%,18.70%
South Commons,2012/11,37000,23.30%,29.80%,9,-18.20%,125.00%,15,0.00%,15.40%,16,6.70%,-23.80%,28,-49,-19,108.70%,3.30%,10.50%
South Commons,2012/12,39000,5.40%,36.80%,8,-11.10%,100.00%,17,13.30%,70.00%,14,-12.50%,-33.30%,28,-1,-20,104.70%,-4.00%,6.50%
South Commons,2013/01,37000,-5.10%,27.60%,13,62.50%,333.30%,15,-11.80%,87.50%,16,14.30%,-11.10%,24,-4,-20,113.40%,8.70%,20.00%
South Commons,2013/02,39000,4.10%,6.90%,16,23.10%,700.00%,12,-20.00%,20.00%,14,-12.50%,-17.60%,30,6,16,106.70%,-6.70%,6.70%
South Commons,2013/03,38000,-2.60%,38.90%,17,6.30%,240.00%,13,8.30%,8.30%,15,7.10%,-21.10%,33,3,-12,106.20%,-0.50%,17.90%
South Commons,2013/04,45000,20.00%,45.20%,12,-29.40%,33.30%,12,-7.70%,-25.00%,12,-20.00%,-42.90%,66,33,15,97.70%,-8.50%,6.10%
South Commons,2013/05,45000,0.00%,45.20%,9,-25.00%,0.00%,12,0.00%,-36.80%,12,0.00%,-50.00%,81,16,17,100.20%,2.60%,9.60%
South Commons,2013/06,45000,0.00%,35.30%,9,0.00%,-10.00%,15,25.00%,-11.80%,12,0.00%,-40.00%,81,0,-64,101.00%,0.80%,8.00%
South Commons,2013/07,51000,12.20%,52.60%,11,22.20%,10.00%,15,0.00%,25.00%,12,0.00%,-14.30%,43,-38,-61,104.80%,3.80%,11.80%
South Commons,2013/08,66000,29.70%,104.00%,12,9.10%,-7.70%,17,13.30%,70.00%,9,-25.00%,-50.00%,28,-15,-60,105.60%,0.80%,9.10%
South Commons,2013/09,67000,2.30%,108.70%,14,16.70%,27.30%,13,-23.50%,62.50%,9,0.00%,-35.70%,54,26,-23,108.00%,2.40%,4.00%
South Commons,2013/10,66000,-1.50%,120.00%,15,7.10%,36.40%,14,7.70%,-6.70%,12,33.30%,-20.00%,85,31,8,102.30%,-5.60%,-3.10%
South Commons,2013/11,57000,-13.60%,54.10%,13,-13.30%,44.40%,12,-14.30%,-20.00%,12,0.00%,-25.00%,54,-31,26,101.70%,-0.70%,-7.10%
South Commons,2013/12,48000,-15.80%,23.10%,11,-15.40%,37.50%,14,16.70%,-17.60%,16,33.30%,14.30%,70,16,43,97.50%,-4.20%,-7.30%
South Commons,2014/01,48000,0.00%,29.70%,9,-18.20%,-30.80%,8,-42.90%,-46.70%,10,-37.50%,-37.50%,99,29,75,97.60%,0.10%,-15.80%
South Commons,2014/02,46000,-4.20%,19.50%,9,0.00%,-43.80%,7,-12.50%,-41.70%,11,10.00%,-21.40%,99,0,69,96.20%,-1.40%,-10.50%
South Commons,2014/03,52000,12.50%,38.00%,8,-11.10%,-52.90%,9,28.60%,-30.80%,13,18.20%,-13.30%,90,-10,57,94.60%,-1.60%,-11.60%
