Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Sheffield,2016/02,644000,-4.60%,-1.70%,32,-13.50%,-8.60%,40,100.00%,0.00%,58,45.00%,-7.90%,111,31,26,97.00%,0.00%,2.50%
Sheffield,2016/03,956000,48.50%,33.20%,26,-18.80%,-29.70%,58,45.00%,-6.50%,62,6.90%,-4.60%,165,54,77,96.90%,-0.10%,2.60%
Sheffield,2016/04,956000,0.00%,52.00%,28,7.70%,-31.70%,71,22.40%,-12.30%,69,11.30%,-9.20%,134,-31,44,96.80%,-0.10%,1.80%
Sheffield,2016/05,1015000,6.20%,81.30%,32,14.30%,-28.90%,77,8.50%,-12.50%,79,14.50%,2.60%,76,-58,25,96.40%,-0.40%,-0.50%
Sheffield,2016/06,625000,-38.40%,12.70%,47,46.90%,-19.00%,81,5.20%,-6.90%,76,-3.80%,0.00%,70,-6,28,97.10%,0.70%,-0.40%
Sheffield,2016/07,649000,3.80%,15.90%,50,6.40%,-30.60%,85,4.90%,6.30%,84,10.50%,10.50%,72,2,22,97.50%,0.40%,-0.60%
Sheffield,2016/08,613000,-5.50%,-6.60%,62,24.00%,-17.30%,64,-24.70%,-4.50%,67,-20.20%,-6.90%,64,-9,9,98.00%,0.50%,-0.20%
Sheffield,2016/09,602000,-1.80%,-19.20%,54,-12.90%,1.90%,64,0.00%,20.80%,78,16.40%,18.20%,74,11,14,99.10%,1.10%,0.30%
Sheffield,2016/10,634000,5.30%,-25.60%,52,-3.70%,23.80%,56,-12.50%,33.30%,79,1.30%,27.40%,60,-15,-12,99.40%,0.40%,1.30%
Sheffield,2016/11,682000,7.50%,-0.50%,44,-15.40%,41.90%,62,10.70%,100.00%,75,-5.10%,33.90%,69,10,0,99.70%,0.30%,1.90%
Sheffield,2016/12,748000,9.80%,7.00%,37,-15.90%,-7.50%,41,-33.90%,86.40%,58,-22.70%,45.00%,63,-7,-14,99.20%,-0.50%,1.80%
Sheffield,2017/01,675000,-9.80%,0.00%,34,-8.10%,-8.10%,47,14.60%,135.00%,70,20.70%,75.00%,69,7,-12,98.40%,-0.80%,1.30%
Sheffield,2017/02,698000,3.30%,8.30%,36,5.90%,12.50%,46,-2.10%,15.00%,68,-2.90%,17.20%,66,-3,-45,99.00%,0.60%,2.00%
Sheffield,2017/03,660000,-5.40%,-31.00%,46,27.80%,76.90%,68,47.80%,17.20%,64,-5.90%,3.20%,66,0,-99,98.20%,-0.80%,1.30%
Sheffield,2017/04,680000,3.00%,-28.90%,48,4.30%,71.40%,68,0.00%,-4.20%,78,21.90%,13.00%,66,-1,-68,98.30%,0.10%,1.50%
Sheffield,2017/05,657000,-3.30%,-35.30%,53,10.40%,65.60%,74,8.80%,-3.90%,71,-9.00%,-10.10%,59,-7,-17,97.70%,-0.60%,1.30%
Sheffield,2017/06,687000,4.60%,9.90%,64,20.80%,36.20%,76,2.70%,-6.20%,70,-1.40%,-7.90%,54,-5,-16,98.60%,0.90%,1.50%
Sheffield,2017/07,730000,6.30%,12.50%,65,1.60%,30.00%,68,-10.50%,-20.00%,68,-2.90%,-19.00%,58,4,-14,98.30%,-0.30%,0.80%
Sheffield,2017/08,738000,1.00%,20.40%,64,-1.50%,3.20%,60,-11.80%,-6.30%,65,-4.40%,-3.00%,57,-1,-7,98.20%,-0.10%,0.20%
Sheffield,2017/09,668000,-9.50%,10.90%,41,-35.90%,-24.10%,49,-18.30%,-23.40%,61,-6.20%,-21.80%,57,0,-17,96.90%,-1.30%,-2.20%
Sheffield,2017/10,668000,0.00%,5.30%,37,-9.80%,-28.80%,43,-12.20%,-23.20%,62,1.60%,-21.50%,56,-1,-4,97.20%,0.30%,-2.20%
Sheffield,2017/11,822000,23.20%,20.70%,24,-35.10%,-45.50%,42,-2.30%,-32.30%,57,-8.10%,-24.00%,67,11,-2,96.60%,-0.60%,-3.10%
Sheffield,2017/12,1052000,27.80%,40.60%,32,33.30%,-13.50%,26,-38.10%,-36.60%,42,-26.30%,-27.60%,91,24,28,95.80%,-0.80%,-3.40%
Sheffield,2018/01,1109000,5.50%,64.30%,30,-6.30%,-11.80%,35,34.60%,-25.50%,50,19.00%,-28.60%,106,15,37,95.20%,-0.60%,-3.20%
Sheffield,2018/02,1036000,-6.60%,48.50%,32,6.70%,-11.10%,43,22.90%,-6.50%,55,10.00%,-19.10%,99,-7,33,95.50%,0.30%,-3.50%
Sheffield,2018/03,813000,-21.60%,23.20%,29,-9.40%,-37.00%,71,65.10%,4.40%,61,10.90%,-4.70%,56,-44,-11,96.00%,0.50%,-2.20%
Sheffield,2018/04,755000,-7.10%,11.10%,41,41.40%,-14.60%,78,9.90%,14.70%,74,21.30%,-5.10%,53,-3,-13,96.80%,0.80%,-1.50%
Sheffield,2018/05,728000,-3.60%,10.70%,48,17.10%,-9.40%,89,14.10%,20.30%,78,5.40%,9.90%,53,0,-6,97.30%,0.50%,-0.40%
Sheffield,2018/06,640000,-12.00%,-6.80%,56,16.70%,-12.50%,73,-18.00%,-3.90%,72,-7.70%,2.90%,56,3,2,97.80%,0.40%,-0.80%
Sheffield,2018/07,625000,-2.30%,-14.40%,53,-5.40%,-18.50%,66,-9.60%,-2.90%,71,-1.40%,4.40%,53,-3,-5,97.50%,-0.20%,-0.70%
Sheffield,2018/08,525000,-16.00%,-28.80%,56,5.70%,-12.50%,52,-21.20%,-13.30%,63,-11.30%,-3.10%,56,3,-2,97.50%,-0.10%,-0.70%
Sheffield,2018/09,648000,23.40%,-3.00%,52,-7.10%,26.80%,59,13.50%,20.40%,71,12.70%,16.40%,68,13,11,97.20%,-0.20%,0.30%
Sheffield,2018/10,648000,0.00%,-3.00%,44,-15.40%,18.90%,58,-1.70%,34.90%,76,7.00%,22.60%,74,6,18,97.40%,0.10%,0.20%
Sheffield,2018/11,860000,32.80%,4.60%,35,-20.50%,45.80%,43,-25.90%,2.40%,59,-22.40%,3.50%,89,16,22,96.20%,-1.10%,-0.40%
Sheffield,2018/12,713000,-17.10%,-32.20%,22,-37.10%,-31.30%,23,-46.50%,-11.50%,47,-20.30%,11.90%,103,14,13,95.20%,-1.00%,-0.60%
Sheffield,2019/01,680000,-4.70%,-38.70%,20,-9.10%,-33.30%,22,-4.30%,-37.10%,53,12.80%,6.00%,106,3,0,95.20%,0.00%,0.00%
Sheffield,2019/02,590000,-13.20%,-43.00%,25,25.00%,-21.90%,46,109.10%,7.00%,64,20.80%,16.40%,115,10,16,96.10%,0.90%,0.60%
Sheridan Park,2012/02,143000,-5.00%,-49.10%,12,-7.70%,71.40%,28,47.40%,-26.30%,53,12.80%,-31.20%,213,-26,-80,99.00%,1.90%,2.50%
Sheridan Park,2012/03,215000,50.90%,0.70%,13,8.30%,62.50%,50,78.60%,-2.00%,63,18.90%,-23.20%,221,8,-46,97.70%,-1.30%,1.40%
Sheridan Park,2012/04,108000,-50.00%,-49.60%,12,-7.70%,0.00%,53,6.00%,-3.60%,67,6.30%,-23.90%,197,-24,58,98.80%,1.10%,2.80%
Sheridan Park,2012/05,220000,104.70%,-5.40%,19,58.30%,35.70%,45,-15.10%,0.00%,53,-20.90%,-28.40%,121,-76,-58,96.30%,-2.40%,0.40%
Sheridan Park,2012/06,224000,1.70%,1.00%,18,-5.30%,0.00%,27,-40.00%,-25.00%,49,-7.50%,-25.80%,66,-55,-43,96.30%,0.00%,2.40%
Sheridan Park,2012/07,251000,12.30%,-0.70%,24,33.30%,26.30%,23,-14.80%,-14.80%,52,6.10%,-14.80%,66,0,-44,95.90%,-0.40%,2.20%
Sheridan Park,2012/08,263000,4.50%,4.40%,20,-16.70%,-9.10%,25,8.70%,-10.70%,46,-11.50%,-25.80%,71,5,-74,96.70%,0.80%,2.20%
Sheridan Park,2012/09,255000,-2.90%,-8.80%,21,5.00%,40.00%,27,8.00%,-6.90%,38,-17.40%,-38.70%,75,4,-35,97.20%,0.50%,0.90%
Sheridan Park,2012/10,233000,-8.80%,-12.90%,22,4.80%,46.70%,19,-29.60%,-26.90%,35,-7.90%,-37.50%,85,10,-199,97.70%,0.50%,1.00%
Sheridan Park,2012/11,235000,1.10%,5.50%,19,-13.60%,58.30%,23,21.10%,15.00%,33,-5.70%,-31.30%,101,17,-69,98.00%,0.40%,2.20%
Sheridan Park,2012/12,234000,-0.40%,64.20%,21,10.50%,31.30%,17,-26.10%,41.70%,28,-15.20%,-31.70%,132,31,-102,97.60%,-0.50%,0.30%
Sheridan Park,2013/01,245000,4.70%,63.30%,15,-28.60%,15.40%,24,41.20%,26.30%,31,10.70%,-34.00%,145,13,-94,97.20%,-0.30%,0.10%
Sheridan Park,2013/02,240000,-2.20%,68.10%,14,-6.70%,16.70%,32,33.30%,14.30%,39,25.80%,-26.40%,151,6,-63,97.30%,0.00%,-1.80%
Sheridan Park,2013/03,253000,5.40%,17.40%,12,-14.30%,-7.70%,46,43.80%,-8.00%,44,12.80%,-30.20%,152,2,-69,93.90%,-3.40%,-3.80%
Sheridan Park,2013/04,220000,-12.90%,104.70%,19,58.30%,58.30%,53,15.20%,0.00%,46,4.50%,-31.30%,82,-70,-115,94.30%,0.50%,-4.40%
Sheridan Park,2013/05,228000,3.40%,3.40%,33,73.70%,73.70%,53,0.00%,17.80%,46,0.00%,-13.20%,48,-34,-73,96.90%,2.50%,0.50%
Sheridan Park,2013/06,240000,5.50%,7.30%,45,36.40%,150.00%,46,-13.20%,70.40%,44,-4.30%,-10.20%,57,9,-9,98.10%,1.20%,1.80%
Sheridan Park,2013/07,241000,0.40%,-4.10%,44,-2.20%,83.30%,46,0.00%,100.00%,48,9.10%,-7.70%,57,-1,-10,98.70%,0.60%,2.80%
Sheridan Park,2013/08,243000,0.60%,-7.60%,36,-18.20%,80.00%,37,-19.60%,48.00%,47,-2.10%,2.20%,78,21,7,96.20%,-2.50%,-0.60%
Sheridan Park,2013/09,269000,10.90%,5.50%,25,-30.60%,19.00%,38,2.70%,40.70%,43,-8.50%,13.20%,71,-7,-4,94.90%,-1.30%,-2.30%
Sheridan Park,2013/10,253000,-6.10%,8.60%,29,16.00%,31.80%,29,-23.70%,52.60%,38,-11.60%,8.60%,71,0,-14,95.80%,0.90%,-1.90%
Sheridan Park,2013/11,248000,-1.70%,5.60%,26,-10.30%,36.80%,25,-13.80%,8.70%,38,0.00%,15.20%,71,-1,-31,96.20%,0.40%,-1.90%
Sheridan Park,2013/12,254000,2.20%,8.40%,28,7.70%,33.30%,19,-24.00%,11.80%,32,-15.80%,14.30%,71,0,-62,96.50%,0.30%,-1.10%
Sheridan Park,2014/01,270000,6.40%,10.20%,20,-28.60%,33.30%,23,21.10%,-4.20%,32,0.00%,3.20%,89,19,-56,95.50%,-1.00%,-1.70%
Sheridan Park,2014/02,298000,10.20%,24.20%,22,10.00%,57.10%,35,52.20%,9.40%,41,28.10%,5.10%,103,14,-48,97.40%,1.80%,0.10%
Sheridan Park,2014/03,290000,-2.50%,14.90%,19,-13.60%,58.30%,43,22.90%,-6.50%,40,-2.40%,-9.10%,112,10,-40,97.50%,0.20%,3.70%
Sheridan Park,2014/04,251000,-13.50%,14.00%,28,47.40%,47.40%,56,30.20%,5.70%,51,27.50%,10.90%,112,0,30,98.00%,0.50%,3.70%
Sheridan Park,2014/05,252000,0.30%,10.50%,38,35.70%,15.20%,58,3.60%,9.40%,53,3.90%,15.20%,72,-41,24,98.30%,0.30%,1.50%
Sheridan Park,2014/06,263000,4.60%,9.60%,44,15.80%,-2.20%,67,15.50%,45.70%,54,1.90%,22.70%,66,-6,9,98.30%,0.00%,0.30%
Sheridan Park,2014/07,289000,9.90%,19.90%,43,-2.30%,-2.30%,48,-28.40%,4.30%,41,-24.10%,-14.60%,63,-3,7,98.30%,-0.10%,-0.40%
Sheridan Park,2014/08,279000,-3.40%,15.20%,40,-7.00%,11.10%,33,-31.30%,-10.80%,39,-4.90%,-17.00%,53,-10,-25,98.10%,-0.20%,1.90%
Sheridan Park,2014/09,279000,-0.30%,3.50%,29,-27.50%,16.00%,25,-24.20%,-34.20%,48,23.10%,11.60%,52,-1,-19,98.10%,0.00%,3.20%
Sheridan Park,2014/10,221000,-20.60%,-12.40%,20,-31.00%,-31.00%,22,-12.00%,-24.10%,45,-6.30%,18.40%,61,9,-11,96.50%,-1.60%,0.70%
Sheridan Park,2014/11,228000,2.80%,-8.40%,11,-45.00%,-57.70%,20,-9.10%,-20.00%,33,-26.70%,-13.20%,74,14,4,95.30%,-1.20%,-0.90%
Sheridan Park,2014/12,230000,1.00%,-9.50%,14,27.30%,-50.00%,19,-5.00%,0.00%,37,12.10%,15.60%,82,8,11,95.30%,0.00%,-1.20%
Sheridan Park,2015/01,249000,8.20%,-7.90%,14,0.00%,-30.00%,25,31.60%,8.70%,36,-2.70%,12.50%,70,-12,-20,96.90%,1.50%,1.40%
Sheridan Park,2015/02,263000,5.60%,-11.80%,14,0.00%,-36.40%,45,80.00%,28.60%,45,25.00%,9.80%,119,49,16,96.40%,-0.50%,-1.00%
Sheridan Park,2015/03,264000,0.40%,-9.10%,20,42.90%,5.30%,49,8.90%,14.00%,45,0.00%,12.50%,73,-46,-39,97.60%,1.20%,0.00%
Sheridan Park,2015/04,260000,-1.30%,3.70%,31,55.00%,10.70%,60,22.40%,7.10%,48,6.70%,-5.90%,73,0,-39,96.90%,-0.70%,-1.20%
Sheridan Park,2015/05,270000,3.80%,7.40%,39,25.80%,2.60%,58,-3.30%,0.00%,54,12.50%,1.90%,56,-17,-16,97.10%,0.20%,-1.30%
Sheridan Park,2015/06,265000,-1.90%,0.80%,43,10.30%,-2.30%,54,-6.90%,-19.40%,57,5.60%,5.60%,57,1,-9,96.80%,-0.30%,-1.60%
Sheridan Park,2015/07,276000,4.20%,-4.50%,43,0.00%,0.00%,49,-9.30%,2.10%,53,-7.00%,29.30%,57,0,-6,97.40%,0.70%,-0.90%
Sheridan Park,2015/08,266000,-3.50%,-4.70%,42,-2.30%,5.00%,39,-20.40%,18.20%,41,-22.60%,5.10%,67,10,14,97.50%,0.10%,-0.60%
Sheridan Park,2015/09,275000,3.30%,-1.30%,38,-9.50%,31.00%,44,12.80%,76.00%,44,7.30%,-8.30%,67,0,15,97.70%,0.20%,-0.40%
Sheridan Park,2015/10,280000,1.80%,26.60%,33,-13.20%,65.00%,37,-15.90%,68.20%,39,-11.40%,-13.30%,76,10,16,97.70%,0.00%,1.20%
Sheridan Park,2015/11,280000,0.00%,23.10%,29,-12.10%,163.60%,30,-18.90%,50.00%,34,-12.80%,3.00%,69,-7,-5,97.60%,-0.10%,2.30%
Sheridan Park,2015/12,260000,-7.10%,13.20%,27,-6.90%,92.90%,14,-53.30%,-26.30%,28,-17.60%,-24.30%,85,16,4,97.20%,-0.40%,1.90%
Sheridan Park,2016/01,205000,-21.20%,-17.50%,25,-7.40%,78.60%,12,-14.30%,-52.00%,25,-10.70%,-30.60%,87,2,18,97.30%,0.10%,0.40%
Sheridan Park,2016/02,235000,14.60%,-10.50%,19,-24.00%,35.70%,18,50.00%,-60.00%,24,-4.00%,-46.70%,85,-2,-34,97.80%,0.50%,1.40%
Sheridan Park,2016/03,265000,12.80%,0.60%,19,0.00%,-5.00%,50,177.80%,2.00%,42,75.00%,-6.70%,71,-14,-2,98.80%,1.00%,1.30%
Sheridan Park,2016/04,277000,4.60%,6.60%,26,36.80%,-16.10%,56,12.00%,-6.70%,32,-23.80%,-33.30%,80,9,7,97.40%,-1.40%,0.50%
Sheridan Park,2016/05,279000,0.60%,3.30%,42,61.50%,7.70%,72,28.60%,24.10%,44,37.50%,-18.50%,46,-34,-10,97.60%,0.20%,0.50%
Sheridan Park,2016/06,280000,0.40%,5.70%,47,11.90%,9.30%,60,-16.70%,11.10%,43,-2.30%,-24.60%,47,1,-11,97.10%,-0.50%,0.30%
Sheridan Park,2016/07,278000,-0.70%,0.70%,53,12.80%,23.30%,56,-6.70%,14.30%,38,-11.60%,-28.30%,37,-10,-21,98.20%,1.10%,0.80%
Sheridan Park,2016/08,278000,0.00%,4.40%,51,-3.80%,21.40%,48,-14.30%,23.10%,45,18.40%,9.80%,43,7,-24,98.40%,0.30%,1.00%
Sheridan Park,2016/09,273000,-2.00%,-0.90%,48,-5.90%,26.30%,37,-22.90%,-15.90%,39,-13.30%,-11.40%,45,2,-22,99.30%,0.90%,1.70%
Sheridan Park,2016/10,295000,8.30%,5.40%,39,-18.80%,18.20%,43,16.20%,16.20%,42,7.70%,7.70%,61,17,-15,99.20%,-0.20%,1.50%
Sheridan Park,2016/11,301000,1.90%,7.40%,28,-28.20%,-3.40%,30,-30.20%,0.00%,33,-21.40%,-2.90%,59,-3,-11,99.20%,0.00%,1.60%
Sheridan Park,2016/12,325000,8.10%,25.00%,25,-10.70%,-7.40%,21,-30.00%,50.00%,20,-39.40%,-28.60%,53,-6,-32,98.50%,-0.70%,1.30%
Sheridan Park,2017/01,300000,-7.70%,46.30%,19,-24.00%,-24.00%,10,-52.40%,-16.70%,13,-35.00%,-48.00%,69,16,-18,97.80%,-0.70%,0.50%
Sheridan Park,2017/02,315000,5.00%,34.00%,23,21.10%,21.10%,29,190.00%,61.10%,28,115.40%,16.70%,99,30,14,97.30%,-0.50%,-0.50%
Sheridan Park,2017/03,294000,-6.70%,10.90%,21,-8.70%,10.50%,53,82.80%,6.00%,38,35.70%,-9.50%,88,-11,17,96.80%,-0.50%,-2.00%
Sheridan Park,2017/04,315000,7.10%,13.60%,37,76.20%,42.30%,60,13.20%,7.10%,23,-39.50%,-28.10%,57,-31,-23,99.30%,2.50%,1.90%
Sheridan Park,2017/05,307000,-2.50%,10.20%,48,29.70%,14.30%,57,-5.00%,-20.80%,31,34.80%,-29.50%,41,-16,-5,100.30%,1.00%,2.70%
Sheridan Park,2017/06,320000,4.10%,14.30%,59,22.90%,25.50%,50,-12.30%,-16.70%,25,-19.40%,-41.90%,41,0,-6,100.40%,0.00%,3.30%
Sheridan Park,2017/07,320000,0.00%,15.10%,57,-3.40%,7.50%,52,4.00%,-7.10%,18,-28.00%,-52.60%,47,6,11,100.10%,-0.20%,2.00%
Sheridan Park,2017/08,324000,1.10%,16.40%,50,-12.30%,-2.00%,43,-17.30%,-10.40%,21,16.70%,-53.30%,43,-4,0,99.90%,-0.30%,1.40%
Sheridan Park,2017/09,323000,-0.30%,18.30%,40,-20.00%,-16.70%,37,-14.00%,0.00%,23,9.50%,-41.00%,40,-3,-5,99.50%,-0.40%,0.20%
Sheridan Park,2017/10,325000,0.60%,10.00%,30,-25.00%,-23.10%,30,-18.90%,-30.20%,21,-8.70%,-50.00%,40,0,-21,98.80%,-0.70%,-0.30%
Sheridan Park,2017/11,324000,-0.20%,7.70%,21,-30.00%,-25.00%,24,-20.00%,-20.00%,17,-19.00%,-48.50%,49,9,-10,97.80%,-1.00%,-1.30%
Sheridan Park,2017/12,324000,0.00%,-0.30%,23,9.50%,-8.00%,12,-50.00%,-42.90%,12,-29.40%,-40.00%,53,5,0,98.90%,1.00%,0.40%
Sheridan Park,2018/01,331000,2.00%,10.20%,20,-13.00%,5.30%,14,16.70%,40.00%,12,0.00%,-7.70%,74,21,5,98.10%,-0.80%,0.30%
Sheridan Park,2018/02,315000,-4.60%,0.10%,20,0.00%,-13.00%,27,92.90%,-6.90%,26,116.70%,-7.10%,83,10,-16,98.10%,0.00%,0.80%
Sheridan Park,2018/03,320000,1.50%,8.80%,19,-5.00%,-9.50%,49,81.50%,-7.50%,35,34.60%,-7.90%,90,7,2,97.60%,-0.50%,0.80%
Sheridan Park,2018/04,308000,-3.90%,-2.40%,20,5.30%,-45.90%,66,34.70%,10.00%,43,22.90%,87.00%,59,-32,2,98.30%,0.70%,-1.00%
Sheridan Park,2018/05,326000,5.90%,6.00%,34,70.00%,-29.20%,64,-3.00%,12.30%,39,-9.30%,25.80%,47,-12,6,98.80%,0.50%,-1.60%
Sheridan Park,2018/06,338000,3.80%,5.60%,45,32.40%,-23.70%,57,-10.90%,14.00%,34,-12.80%,36.00%,36,-11,-5,99.10%,0.30%,-1.30%
Sheridan Park,2018/07,343000,1.30%,7.00%,49,8.90%,-14.00%,43,-24.60%,-17.30%,34,0.00%,88.90%,39,3,-8,99.00%,-0.10%,-1.20%
Sheridan Park,2018/08,310000,-9.50%,-4.20%,40,-18.40%,-20.00%,36,-16.30%,-16.30%,34,0.00%,61.90%,41,2,-3,99.20%,0.20%,-0.70%
Sheridan Park,2018/09,293000,-5.40%,-9.10%,34,-15.00%,-15.00%,31,-13.90%,-16.20%,33,-2.90%,43.50%,49,9,9,99.00%,-0.30%,-0.60%
Sheridan Park,2018/10,335000,14.20%,3.20%,30,-11.80%,0.00%,27,-12.90%,-10.00%,29,-12.10%,38.10%,51,2,11,98.60%,-0.30%,-0.20%
Sheridan Park,2018/11,363000,8.20%,11.90%,25,-16.70%,19.00%,19,-29.60%,-20.80%,23,-20.70%,35.30%,57,7,9,98.10%,-0.60%,0.20%
Sheridan Park,2018/12,359000,-1.00%,10.70%,14,-44.00%,-39.10%,8,-57.90%,-33.30%,18,-21.70%,50.00%,70,13,17,96.90%,-1.20%,-2.00%
Sheridan Park,2019/01,325000,-9.40%,-1.70%,12,-14.30%,-40.00%,12,50.00%,-14.30%,20,11.10%,66.70%,67,-3,-7,96.80%,0.00%,-1.30%
Sheridan Park,2019/02,272000,-16.20%,-13.60%,12,0.00%,-40.00%,25,108.30%,-7.40%,27,35.00%,3.80%,78,11,-6,97.00%,0.20%,-1.10%
South Austin,2012/02,30000,-8.40%,-14.30%,47,-2.10%,-27.70%,110,8.90%,18.30%,163,6.50%,-7.40%,89,-25,21,97.00%,1.60%,4.50%
South Austin,2012/03,32000,5.00%,-10.00%,55,17.00%,-1.80%,101,-8.20%,-3.80%,157,-3.70%,-14.20%,77,-12,17,97.90%,0.90%,5.00%
South Austin,2012/04,32000,0.60%,-2.50%,50,-9.10%,-9.10%,107,5.90%,-7.00%,155,-1.30%,-15.30%,73,-4,-11,98.60%,0.70%,6.80%
South Austin,2012/05,37000,16.80%,7.20%,52,4.00%,-3.70%,101,-5.60%,-14.40%,157,1.30%,-9.20%,64,-9,-25,99.20%,0.60%,5.30%
South Austin,2012/06,40000,8.10%,19.60%,49,-5.80%,-18.30%,106,5.00%,3.90%,147,-6.40%,-15.00%,77,13,-21,98.90%,-0.40%,4.90%
South Austin,2012/07,35000,-12.50%,5.30%,65,32.70%,25.00%,101,-4.70%,-1.00%,148,0.70%,-11.40%,78,1,13,93.80%,-5.00%,-1.70%
South Austin,2012/08,30000,-14.30%,0.00%,60,-7.70%,7.10%,117,15.80%,13.60%,169,14.20%,-0.60%,86,8,24,91.40%,-2.40%,-5.70%
South Austin,2012/09,28000,-6.70%,-12.50%,65,8.30%,32.70%,110,-6.00%,18.30%,161,-4.70%,10.30%,89,4,28,94.40%,3.00%,-1.50%
South Austin,2012/10,26000,-6.30%,-19.20%,56,-13.80%,7.70%,123,11.80%,39.80%,167,3.70%,12.80%,103,14,52,96.70%,2.30%,0.60%
South Austin,2012/11,32000,21.90%,-31.90%,55,-1.80%,17.00%,95,-22.80%,8.00%,164,-1.80%,3.80%,92,-12,33,99.70%,3.00%,6.90%
South Austin,2012/12,35000,9.40%,-12.50%,55,0.00%,31.00%,90,-5.30%,-8.20%,159,-3.00%,-1.90%,78,-14,-29,94.90%,-4.80%,1.10%
South Austin,2013/01,40000,14.30%,22.10%,59,7.30%,22.90%,61,-32.20%,-39.60%,135,-15.10%,-11.80%,69,-10,-45,99.00%,4.10%,3.60%
South Austin,2013/02,35000,-12.50%,16.70%,69,16.90%,46.80%,63,3.30%,-42.70%,128,-5.20%,-21.50%,88,19,-2,97.40%,-1.50%,0.50%
South Austin,2013/03,40000,14.30%,27.00%,61,-11.60%,10.90%,71,12.70%,-29.70%,121,-5.50%,-22.90%,94,7,17,100.40%,2.90%,2.50%
South Austin,2013/04,37000,-7.80%,16.50%,55,-9.80%,10.00%,89,25.40%,-16.80%,124,2.50%,-20.00%,97,3,24,96.40%,-4.00%,-2.30%
South Austin,2013/05,35000,-6.50%,-6.80%,50,-9.10%,-3.80%,97,9.00%,-4.00%,130,4.80%,-17.20%,90,-7,26,93.80%,-2.50%,-5.40%
South Austin,2013/06,33000,-3.60%,-16.90%,48,-4.00%,-2.00%,101,4.10%,-4.70%,128,-1.50%,-12.90%,70,-20,-7,94.00%,0.20%,-4.90%
South Austin,2013/07,39000,15.80%,10.00%,53,10.40%,-18.50%,117,15.80%,15.80%,150,17.20%,1.40%,54,-16,-24,94.90%,0.90%,1.00%
South Austin,2013/08,41000,5.80%,35.80%,48,-9.40%,-20.00%,114,-2.60%,-2.60%,138,-8.00%,-18.30%,49,-5,-37,96.10%,1.20%,4.70%
South Austin,2013/09,48000,17.80%,71.40%,53,10.40%,-18.50%,123,7.90%,11.80%,147,6.50%,-8.70%,74,25,-15,96.60%,0.50%,2.20%
South Austin,2013/10,39000,-19.80%,46.70%,60,13.20%,7.10%,106,-13.80%,-13.80%,137,-6.80%,-18.00%,71,-3,-32,100.50%,4.00%,3.90%
South Austin,2013/11,39000,0.00%,20.30%,72,20.00%,30.90%,105,-0.90%,10.50%,133,-2.90%,-18.90%,73,2,-19,100.50%,0.00%,0.90%
South Austin,2013/12,33000,-15.20%,-6.80%,88,22.20%,60.00%,95,-9.50%,5.60%,137,3.00%,-13.80%,71,-2,-7,99.90%,-0.60%,5.00%
South Austin,2014/01,33000,-0.40%,-18.80%,72,-18.20%,22.00%,86,-9.50%,41.00%,133,-2.90%,-1.50%,69,-3,0,97.30%,-2.60%,-1.70%
South Austin,2014/02,33000,0.00%,-7.10%,72,0.00%,4.30%,78,-9.30%,23.80%,122,-8.30%,-4.70%,77,9,-11,99.20%,1.80%,1.70%
South Austin,2014/03,33000,1.50%,-17.50%,53,-26.40%,-13.10%,70,-10.30%,-1.40%,105,-13.90%,-13.20%,64,-13,-30,99.00%,-0.20%,-1.40%
South Austin,2014/04,35000,6.10%,-5.10%,66,24.50%,20.00%,84,20.00%,-5.60%,108,2.90%,-12.90%,83,19,-14,99.60%,0.60%,3.20%
South Austin,2014/05,39000,11.40%,13.00%,63,-4.50%,26.00%,103,22.60%,6.20%,117,8.30%,-10.00%,71,-12,-19,99.80%,0.20%,5.90%
South Austin,2014/06,40000,2.60%,20.30%,75,19.00%,56.30%,109,5.80%,7.90%,104,-11.10%,-18.80%,78,7,8,99.50%,-0.20%,5.50%
South Austin,2014/07,45000,12.50%,16.90%,60,-20.00%,13.20%,106,-2.80%,-9.40%,118,13.50%,-21.30%,62,-16,8,98.50%,-1.10%,3.60%
South Austin,2014/08,47000,3.30%,14.10%,65,8.30%,35.40%,89,-16.00%,-21.90%,112,-5.10%,-18.80%,65,3,16,99.90%,1.50%,3.80%
South Austin,2014/09,47000,0.50%,-2.60%,54,-16.90%,1.90%,96,7.90%,-22.00%,113,0.90%,-23.10%,61,-5,-14,102.60%,2.70%,6.00%
South Austin,2014/10,50000,7.50%,30.50%,64,18.50%,6.70%,114,18.80%,7.50%,120,6.20%,-12.40%,57,-4,-14,102.50%,-0.10%,2.00%
South Austin,2014/11,50000,-0.50%,29.90%,56,-12.50%,-22.20%,125,9.60%,19.00%,127,5.80%,-4.50%,53,-4,-20,99.60%,-2.90%,-0.90%
South Austin,2014/12,57000,14.00%,74.70%,64,14.30%,-27.30%,124,-0.80%,30.50%,129,1.60%,-5.80%,60,7,-12,100.00%,0.40%,0.10%
